他	<b>他</b>对吗？	Is he right?	Is he correct?	https://en.wiktionary.org/wiki/他	CC-BY 2.0 (France) Attribution: tatoeba.org #300372 (CK) & #9953366 (GlossaMatik)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #2840611 (CK) & #9953366 (GlossaMatik)
在	你<b>在</b>吗？	Are you there?		https://en.wiktionary.org/wiki/在	CC-BY 2.0 (France) Attribution: tatoeba.org #30970 (CK) & #479053 (GlossaMatik)
汤姆	<b>汤姆</b>在吗？	Is Tom there?	Is Tom around?	https://en.wiktionary.org/wiki/湯姆	CC-BY 2.0 (France) Attribution: tatoeba.org #1886873 (CK) & #8696442 (morningstar)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #2244578 (CK) & #8696442 (morningstar)
湯姆	你不是<b>湯姆</b>嗎？	Aren't you Tom?		https://en.wiktionary.org/wiki/湯姆	CC-BY 2.0 (France) Attribution: tatoeba.org #37392 (CK) & #825908 (Martha)
做	可能是湯姆<b>做</b>的。	Maybe Tom did that.		https://en.wiktionary.org/wiki/做	CC-BY 2.0 (France) Attribution: tatoeba.org #6233843 (CK) & #10040363 (verdastelo9604)
知道	我<b>知道</b>你<b>知道</b>我<b>知道</b>。	I know that you know that I know.		https://en.wiktionary.org/wiki/知道	CC-BY 2.0 (France) Attribution: tatoeba.org #764169 (darinmex) & #765609 (Martha)
了	我知道他做<b>了</b>。	I know what he did.		https://en.wiktionary.org/wiki/瞭	CC-BY 2.0 (France) Attribution: tatoeba.org #1031147 (Brian255) & #846749 (fucongcong)
我们	<b>我们</b>知道。	We know.	We know that.<br>We know this.	https://en.wiktionary.org/wiki/我們	CC-BY 2.0 (France) Attribution: tatoeba.org #1556167 (shanghainese) & #5102291 (mirrorvan)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #2241138 (CK) & #5102291 (mirrorvan)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #2241139 (CK) & #5102291 (mirrorvan)
想	你<b>想</b>知道嗎？	Do you want to know?		https://en.wiktionary.org/wiki/想	CC-BY 2.0 (France) Attribution: tatoeba.org #2011466 (CK) & #4741982 (egg0073)
去	你想<b>去</b>嗎？	Would you like to go?		https://en.wiktionary.org/wiki/去	CC-BY 2.0 (France) Attribution: tatoeba.org #69445 (CK) & #846002 (Martha)
我們	<b>我們</b>想知道。	We want to know.		https://en.wiktionary.org/wiki/我們	CC-BY 2.0 (France) Attribution: tatoeba.org #2011326 (CK) & #4742019 (egg0073)
什么	我对汤姆做了<b>什么</b>？	What have I ever done to Tom?		https://en.wiktionary.org/wiki/什麼	CC-BY 2.0 (France) Attribution: tatoeba.org #3394342 (CK) & #5983629 (verdastelo9604)
都	我们什么<b>都</b>知道。	We know everything.		https://en.wiktionary.org/wiki/都	CC-BY 2.0 (France) Attribution: tatoeba.org #2241137 (CK) & #5862122 (verdastelo9604)
人	你是<b>人</b>。	You're a person.		https://en.wiktionary.org/wiki/人	CC-BY 2.0 (France) Attribution: tatoeba.org #433601 (CM) & #335261 (fucongcong)
要	你<b>要</b>我们做什么？	What did you want us to do?		https://en.wiktionary.org/wiki/要	CC-BY 2.0 (France) Attribution: tatoeba.org #1886774 (CK) & #10083941 (ColawithIce)
?	你做吗<b>?</b>	Have you done it?		https://en.wiktionary.org/wiki/?	CC-BY 2.0 (France) Attribution: tatoeba.org #2280859 (ichivivi20) & #6850334 (mao)
到	他<b>到</b>了吗?	Has he arrived yet?		https://en.wiktionary.org/wiki/到	CC-BY 2.0 (France) Attribution: tatoeba.org #293110 (CK) & #8761488 (crescat)
什麼	我不知道要做<b>什麼</b>。	I didn't know what to do.		https://en.wiktionary.org/wiki/什麼	CC-BY 2.0 (France) Attribution: tatoeba.org #255152 (CK) & #919751 (Martha)
她	<b>她</b>在做什麼？	What's she doing?		https://en.wiktionary.org/wiki/她	CC-BY 2.0 (France) Attribution: tatoeba.org #388890 (CK) & #826129 (Martha)
能	湯姆不知道他<b>能</b>做什麼。	Tom wondered what he could do.		https://en.wiktionary.org/wiki/能	CC-BY 2.0 (France) Attribution: tatoeba.org #2642843 (CK) & #5907493 (verdastelo9604)
說	你知道他<b>說</b>了什麼嗎？	Do you know what he said?		https://en.wiktionary.org/wiki/說	CC-BY 2.0 (France) Attribution: tatoeba.org #283431 (CK) & #838645 (Martha)
把	<b>把</b>我們想知道的都說說。	Now tell us what we want to know.		https://en.wiktionary.org/wiki/把	CC-BY 2.0 (France) Attribution: tatoeba.org #3729413 (CM) & #5574656 (verdastelo9604)
就	你想說<b>就</b>說。	If you have something to say, just say it.		https://en.wiktionary.org/wiki/就	CC-BY 2.0 (France) Attribution: tatoeba.org #4717633 (xorgy) & #5900403 (verdastelo9604)
吃	你想<b>吃</b>什么？	What do you want to eat?	What would you like to eat?	https://en.wiktionary.org/wiki/吃	CC-BY 2.0 (France) Attribution: tatoeba.org #372015 (saeb) & #419672 (GlossaMatik)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #400191 (sysko) & #419672 (GlossaMatik)
可以	我想我<b>可以</b>。	I think I can.		https://en.wiktionary.org/wiki/可以	CC-BY 2.0 (France) Attribution: tatoeba.org #433759 (CK) & #819370 (Martha)
這個	你想吃<b>這個</b>嗎？	Do you want to eat this?		https://en.wiktionary.org/wiki/這個	CC-BY 2.0 (France) Attribution: tatoeba.org #3154872 (CK) & #6057668 (xjjAstrus)
工作	你做什么<b>工作</b>？	What is your occupation?		https://en.wiktionary.org/wiki/工作	CC-BY 2.0 (France) Attribution: tatoeba.org #731142 (CM) & #3378243 (GlossaMatik)
您	<b>您</b>有什么？	What do you have?		https://en.wiktionary.org/wiki/您	CC-BY 2.0 (France) Attribution: tatoeba.org #69589 (CK) & #335327 (fucongcong)
说	我不知道<b>说</b>什么。	I don't know what to say.		https://en.wiktionary.org/wiki/說	CC-BY 2.0 (France) Attribution: tatoeba.org #436541 (lukaszpp) & #426418 (fucongcong)
好	他不知道说什么<b>好</b>。	He did not know what to say.		https://en.wiktionary.org/wiki/好	CC-BY 2.0 (France) Attribution: tatoeba.org #292310 (CK) & #1450499 (asosan)
很	我对汤姆说我<b>很</b>好。	I told Tom I was OK.		https://en.wiktionary.org/wiki/很	CC-BY 2.0 (France) Attribution: tatoeba.org #2548419 (CK) & #3338910 (sadhen)
他們	<b>他們</b>在說什麼？	What are they saying?		https://en.wiktionary.org/wiki/他們	CC-BY 2.0 (France) Attribution: tatoeba.org #2646763 (CK) & #6057719 (xjjAstrus)
來	他不可能<b>來</b>。	There's no possibility of his coming.		https://en.wiktionary.org/wiki/來	CC-BY 2.0 (France) Attribution: tatoeba.org #284303 (CK) & #890596 (Martha)
没有	知道了<b>没有</b>？	Got it?		https://en.wiktionary.org/wiki/沒有	CC-BY 2.0 (France) Attribution: tatoeba.org #455353 (CM) & #455357 (GlossaMatik)
看	你在<b>看</b>他吗?	Were you looking at him?		https://en.wiktionary.org/wiki/看	CC-BY 2.0 (France) Attribution: tatoeba.org #1890700 (Spamster) & #10271704 (miaojiandao)
一個	我們要<b>一個</b>。	We want one.		https://en.wiktionary.org/wiki/一個	CC-BY 2.0 (France) Attribution: tatoeba.org #2241471 (CK) & #6057679 (xjjAstrus)
得	你做<b>得</b>很好。	You have done very well.		https://en.wiktionary.org/wiki/得	CC-BY 2.0 (France) Attribution: tatoeba.org #16749 (CK) & #844599 (Martha)
那	<b>那</b>不可能是真的。	It can't be true.		https://en.wiktionary.org/wiki/那	CC-BY 2.0 (France) Attribution: tatoeba.org #42088 (CK) & #346766 (fucongcong)
它	<b>它</b>是什么？	What is it?		https://en.wiktionary.org/wiki/它	CC-BY 2.0 (France) Attribution: tatoeba.org #42849 (brauliobezerra) & #4887708 (musclegirlxyp)
喜欢	汤姆知道我不<b>喜欢</b>他。	Tom knows that I don't like him.		https://en.wiktionary.org/wiki/喜歡	CC-BY 2.0 (France) Attribution: tatoeba.org #3950960 (CK) & #5863311 (verdastelo9604)
沒	不，我<b>沒</b>去。	No, I didn't go.		https://en.wiktionary.org/wiki/沒	CC-BY 2.0 (France) Attribution: tatoeba.org #516735 (CK) & #819356 (Martha)
会	我可能<b>会</b>说是。	I might say yes.		https://en.wiktionary.org/wiki/會	CC-BY 2.0 (France) Attribution: tatoeba.org #2387228 (CK) & #5945148 (verdastelo9604)
给	那你会<b>给</b>我什么？	So, what'll you give me?		https://en.wiktionary.org/wiki/給	CC-BY 2.0 (France) Attribution: tatoeba.org #3151306 (CK) & #5663560 (verdastelo9604)
这个	我不喜欢<b>这个</b>。	I don't like this one.		https://en.wiktionary.org/wiki/這個	CC-BY 2.0 (France) Attribution: tatoeba.org #55765 (CK) & #465928 (fucongcong)
跟	我不<b>跟</b>你要好了。	I'm going to stop trying to be friendly with you.		https://en.wiktionary.org/wiki/跟	CC-BY 2.0 (France) Attribution: tatoeba.org #1970219 (CK) & #2637077 (cienias)
他们	我知道<b>他们</b>要做什么。	I know what they're going to do.		https://en.wiktionary.org/wiki/他們	CC-BY 2.0 (France) Attribution: tatoeba.org #2376327 (CK) & #9958570 (GlossaMatik)
對	我知道你是<b>對</b>的。	I know that you're right.		https://en.wiktionary.org/wiki/對	CC-BY 2.0 (France) Attribution: tatoeba.org #6269420 (CK) & #6628367 (verdastelo9604)
喜歡	你<b>喜歡</b>它，不是嗎？	You like it, don't you?		https://en.wiktionary.org/wiki/喜歡	CC-BY 2.0 (France) Attribution: tatoeba.org #405517 (CK) & #842260 (Martha)
需要	他們不<b>需要</b>知道。	They don't have to know.		https://en.wiktionary.org/wiki/需要	CC-BY 2.0 (France) Attribution: tatoeba.org #1667062 (Spamster) & #4742002 (egg0073)
今天	你<b>今天</b>要做什麼?	What are you going to do today?		https://en.wiktionary.org/wiki/今天	CC-BY 2.0 (France) Attribution: tatoeba.org #242789 (CK) & #905856 (Martha)
事	你做的<b>事</b>我都喜歡。	I like everything you do.		https://en.wiktionary.org/wiki/事	CC-BY 2.0 (France) Attribution: tatoeba.org #8183608 (lucasmg123) & #9480709 (verdastelo9604)
讓	<b>讓</b>我一個人去。	Let me go alone.		https://en.wiktionary.org/wiki/讓	CC-BY 2.0 (France) Attribution: tatoeba.org #27652 (CK) & #825893 (Martha)
个	汤姆是<b>个</b>很好的人。	Tom is a real good man.	Tom is a very good man.<br>Tom is a very good person.	https://en.wiktionary.org/wiki/個	CC-BY 2.0 (France) Attribution: tatoeba.org #5825566 (CK) & #8463545 (gumblex)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #5155173 (CK) & #8463545 (gumblex)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #6776955 (shekitten) & #8463545 (gumblex)
請	<b>請</b>讓我們知道。	Please let us know.		https://en.wiktionary.org/wiki/請	CC-BY 2.0 (France) Attribution: tatoeba.org #64230 (CK) & #4742029 (egg0073)
让	他<b>让</b>我做，我就做了。	He told me to do it, so I did it.		https://en.wiktionary.org/wiki/讓	CC-BY 2.0 (France) Attribution: tatoeba.org #291470 (CK) & #785828 (fucongcong)
為	<b>為</b>什麼你想知道我在想什麼?	Why do you want to know what I'm thinking?		https://en.wiktionary.org/wiki/為	CC-BY 2.0 (France) Attribution: tatoeba.org #1390993 (donkirkby) & #767144 (Martha)
也	我不知道，他<b>也</b>不知道。	I don't know and neither does he.		https://en.wiktionary.org/wiki/也	CC-BY 2.0 (France) Attribution: tatoeba.org #392157 (CK) & #889654 (Martha)
一个	汤姆也有<b>一个</b>。	Tom also has one.		https://en.wiktionary.org/wiki/一個	CC-BY 2.0 (France) Attribution: tatoeba.org #8917964 (porfiriy) & #5551601 (verdastelo9604)
不要	我<b>不要</b>你。	I don't want you.		https://en.wiktionary.org/wiki/不要	CC-BY 2.0 (France) Attribution: tatoeba.org #4002566 (CK) & #5663452 (verdastelo9604)
自己	我们<b>自己</b>做的。	We did it ourselves.		https://en.wiktionary.org/wiki/自己	CC-BY 2.0 (France) Attribution: tatoeba.org #258059 (CK) & #466262 (fucongcong)
玛丽	<b>玛丽</b>，我喜欢你！	Mary, I love you.		https://en.wiktionary.org/wiki/瑪麗	CC-BY 2.0 (France) Attribution: tatoeba.org #2763581 (CK) & #8765154 (crescat)
没	汤姆<b>没</b>给我我跟他要的。	Tom didn't give me what I asked him for.		https://en.wiktionary.org/wiki/沒	CC-BY 2.0 (France) Attribution: tatoeba.org #3946878 (CK) & #5569382 (verdastelo9604)
来	汤姆也<b>来</b>。	Tom is coming, too.		https://en.wiktionary.org/wiki/來	CC-BY 2.0 (France) Attribution: tatoeba.org #2400190 (CK) & #7774789 (jiangche)
吧	想吃什么就吃什么<b>吧</b>。	Help yourself to anything you'd like to eat.		https://en.wiktionary.org/wiki/吧	CC-BY 2.0 (France) Attribution: tatoeba.org #24979 (CK) & #8756357 (crescat)
不能	有你<b>不能</b>做的事吗？	Is there anything you can't do?		https://en.wiktionary.org/wiki/不能	CC-BY 2.0 (France) Attribution: tatoeba.org #3197861 (CK) & #5780580 (verdastelo9604)
时候	我不知道他什么<b>时候</b>会来。	I don't know when he will come.		https://en.wiktionary.org/wiki/時候	CC-BY 2.0 (France) Attribution: tatoeba.org #259946 (CK) & #336663 (fucongcong)
明天	我<b>明天</b>可以來看你嗎？	May I come and see you tomorrow?		https://en.wiktionary.org/wiki/明天	CC-BY 2.0 (France) Attribution: tatoeba.org #323088 (CK) & #892532 (Martha)
比	有<b>比</b>沒有好。	It's better than nothing.		https://en.wiktionary.org/wiki/比	CC-BY 2.0 (France) Attribution: tatoeba.org #3286850 (CK) & #759630 (Martha)
非常	我<b>非常</b>喜欢我的工作。	I like my job very much.	I love my work very much.	https://en.wiktionary.org/wiki/非常	CC-BY 2.0 (France) Attribution: tatoeba.org #2007 (brauliobezerra) & #407231 (fucongcong)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #2144985 (AlanF_US) & #407231 (fucongcong)
很多	汤姆知道玛丽的<b>很多</b>事。	Tom knows a lot of stuff about Mary.		https://en.wiktionary.org/wiki/很多	CC-BY 2.0 (France) Attribution: tatoeba.org #1093339 (CK) & #5091232 (mirrorvan)
這裡	你在<b>這裡</b>做什麼？	What are you doing here?		https://en.wiktionary.org/wiki/這裡	CC-BY 2.0 (France) Attribution: tatoeba.org #61908 (CK) & #839594 (Martha)
昨天	我<b>昨天</b>到這裡的。	I arrived here yesterday.		https://en.wiktionary.org/wiki/昨天	CC-BY 2.0 (France) Attribution: tatoeba.org #493788 (CK) & #819435 (Martha)
和	你<b>和</b>汤姆昨天做了什么？	What were you and Tom doing yesterday?		https://en.wiktionary.org/wiki/和	CC-BY 2.0 (France) Attribution: tatoeba.org #3402517 (CK) & #5993950 (verdastelo9604)
再	我明天<b>再</b>做。	I'll do it tomorrow.	I will do it tomorrow.	https://en.wiktionary.org/wiki/再	CC-BY 2.0 (France) Attribution: tatoeba.org #2077751 (Spamster) & #8734952 (crescat)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #619610 (ulyssemc1) & #8734952 (crescat)
會	你<b>會</b>做什麼？	What will you make?		https://en.wiktionary.org/wiki/會	CC-BY 2.0 (France) Attribution: tatoeba.org #511883 (CK) & #825189 (Martha)
孩子	他為自己的<b>孩子</b>能做的都做了。	He did everything he could for his child.		https://en.wiktionary.org/wiki/孩子	CC-BY 2.0 (France) Attribution: tatoeba.org #1211454 (alec) & #1205893 (cienias)
多	我們對你知道得不<b>多</b>。	We know so little about you.		https://en.wiktionary.org/wiki/多	CC-BY 2.0 (France) Attribution: tatoeba.org #3920847 (CK) & #6635877 (verdastelo9604)
朋友	你是湯姆的<b>朋友</b>，不是嗎？	You're Tom's friend, aren't you?	You're a friend of Tom's, aren't you?<br>You are a friend of Tom's, aren't you?	https://en.wiktionary.org/wiki/朋友	CC-BY 2.0 (France) Attribution: tatoeba.org #503750 (CK) & #845479 (Martha)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #503749 (CK) & #845479 (Martha)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #3738813 (CK) & #845479 (Martha)
想要	我真的很<b>想要</b>它。	I really do want that.		https://en.wiktionary.org/wiki/想要	CC-BY 2.0 (France) Attribution: tatoeba.org #435168 (CK) & #834623 (Martha)
如果	我<b>如果</b>能做，就做。	I would do it if I could.		https://en.wiktionary.org/wiki/如果	CC-BY 2.0 (France) Attribution: tatoeba.org #4555298 (Eldad) & #6103247 (verdastelo9604)
Tom	<b>Tom</b>有說什麼嗎？	Did Tom say anything?		https://en.wiktionary.org/wiki/Tom	CC-BY 2.0 (France) Attribution: tatoeba.org #1495869 (CK) & #5363971 (egg0073)
现在	我<b>现在</b>不知道。	I don't know right now.		https://en.wiktionary.org/wiki/現在	CC-BY 2.0 (France) Attribution: tatoeba.org #5747699 (CM) & #5933764 (verdastelo9604)
用	能讓我<b>用</b><b>用</b>嗎？	Am I allowed to use this?		https://en.wiktionary.org/wiki/用	CC-BY 2.0 (France) Attribution: tatoeba.org #2129925 (AlanF_US) & #5574405 (verdastelo9604)
住	你<b>住</b>這裡嗎?	Do you live here?		https://en.wiktionary.org/wiki/住	CC-BY 2.0 (France) Attribution: tatoeba.org #15882 (CK) & #738478 (Martha)
任何	你可以做<b>任何</b>你想做的事。	You can do whatever you want to.		https://en.wiktionary.org/wiki/任何	CC-BY 2.0 (France) Attribution: tatoeba.org #17949 (CK) & #896375 (Martha)
不想	汤姆<b>不想</b>来。	Tom didn't want to come.	Tom doesn't want to come.	https://en.wiktionary.org/wiki/不想	CC-BY 2.0 (France) Attribution: tatoeba.org #3422381 (CK) & #5630436 (verdastelo9604)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #2012182 (CK) & #5630436 (verdastelo9604)
告诉	你<b>告诉</b>了他们什么？	What did you tell them?	What have you told them?	https://en.wiktionary.org/wiki/告訴	CC-BY 2.0 (France) Attribution: tatoeba.org #3908297 (CH) & #9958560 (GlossaMatik)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #3199999 (CK) & #9958560 (GlossaMatik)
请	<b>请</b>告诉我汤姆很好。	Please tell me Tom is OK.		https://en.wiktionary.org/wiki/請	CC-BY 2.0 (France) Attribution: tatoeba.org #3721288 (CM) & #5698041 (verdastelo9604)
为什么	你<b>为什么</b>会知道？	Why do you know that?	How do you know about that?<br>How do you know about this?<br>How did you come to know this?	https://en.wiktionary.org/wiki/為什麼	CC-BY 2.0 (France) Attribution: tatoeba.org #3856475 (CK) & #4885091 (musclegirlxyp)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #3241917 (Hybrid) & #4885091 (musclegirlxyp)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #3130263 (CK) & #4885091 (musclegirlxyp)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #59000 (Zifre) & #4885091 (musclegirlxyp)
 	你喜欢吗<b> </b>?	Do you like it?		https://en.wiktionary.org/wiki/ 	CC-BY 2.0 (France) Attribution: tatoeba.org #433500 (CK) & #423413 (fucongcong)
希望	我<b>希望</b>汤姆能做我们让他做的事。	I hope Tom can do what we asked him to do.		https://en.wiktionary.org/wiki/希望	CC-BY 2.0 (France) Attribution: tatoeba.org #2640678 (CK) & #9968852 (GlossaMatik)
走	我想跟湯姆<b>走</b>。	I'd like to go with Tom.		https://en.wiktionary.org/wiki/走	CC-BY 2.0 (France) Attribution: tatoeba.org #1936462 (CK) & #6077445 (verdastelo9604)
正在	她现在<b>正在</b>工作。	She is at work right now.		https://en.wiktionary.org/wiki/正在	CC-BY 2.0 (France) Attribution: tatoeba.org #313650 (CK) & #2032126 (ydcok)
等	我請他在這裡<b>等</b>。	I asked him to wait here.		https://en.wiktionary.org/wiki/等	CC-BY 2.0 (France) Attribution: tatoeba.org #260279 (CK) & #918054 (Martha)
一下	可以等我們<b>一下</b>嗎？	Will you excuse us for a moment?		https://en.wiktionary.org/wiki/一下	CC-BY 2.0 (France) Attribution: tatoeba.org #2427952 (Hybrid) & #5574812 (verdastelo9604)
谁	您不知道我是<b>谁</b>。	You don't know who I am.		https://en.wiktionary.org/wiki/誰	CC-BY 2.0 (France) Attribution: tatoeba.org #1762 (Swift) & #502692 (fucongcong)
這	你為什麼在<b>這</b>？	Why are you here?	What are you here for?	https://en.wiktionary.org/wiki/這	CC-BY 2.0 (France) Attribution: tatoeba.org #1481997 (yethay) & #3742607 (egg0073)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #1109889 (Scott) & #3742607 (egg0073)
应该	你<b>应该</b>自己做。	You must do it yourself.		https://en.wiktionary.org/wiki/應該	CC-BY 2.0 (France) Attribution: tatoeba.org #16056 (CK) & #392254 (fucongcong)
这里	你的一个朋友在我们<b>这里</b>。	We have one of your friends here with us.		https://en.wiktionary.org/wiki/這裏	CC-BY 2.0 (France) Attribution: tatoeba.org #2640704 (CK) & #5965710 (verdastelo9604)
中	我们<b>中</b>的一个得走。	One of us has to go.		https://en.wiktionary.org/wiki/中	CC-BY 2.0 (France) Attribution: tatoeba.org #2852210 (CK) & #5845651 (verdastelo9604)
下	<b>下</b>一个给你。	The next one's for you.		https://en.wiktionary.org/wiki/下	CC-BY 2.0 (France) Attribution: tatoeba.org #3168160 (CK) & #5576809 (verdastelo9604)
沒有	Tom<b>沒有</b>孩子。	Tom had no children.		https://en.wiktionary.org/wiki/沒有	CC-BY 2.0 (France) Attribution: tatoeba.org #4493709 (CK) & #4504496 (egg0073)
打	汤姆说玛丽<b>打</b>他。	Tom said Mary hit him.	Tom said that Mary hit him.	https://en.wiktionary.org/wiki/打	CC-BY 2.0 (France) Attribution: tatoeba.org #6274921 (CK) & #9953358 (GlossaMatik)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #6439406 (CK) & #9953358 (GlossaMatik)
更	我想做<b>更</b>多。	I want to do more.	I'd like to do more.<br>I would like to do more.	https://en.wiktionary.org/wiki/更	CC-BY 2.0 (France) Attribution: tatoeba.org #4887841 (CK) & #9965504 (GlossaMatik)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #1142793 (CM) & #9965504 (GlossaMatik)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #1142794 (CM) & #9965504 (GlossaMatik)
多少	他要<b>多少</b>?	How many does he want?		https://en.wiktionary.org/wiki/多少	CC-BY 2.0 (France) Attribution: tatoeba.org #288990 (CK) & #778020 (Martha)
觉得	我不<b>觉得</b>它很好。	I don't think it's good.	I don't think that it's good.	https://en.wiktionary.org/wiki/覺得	CC-BY 2.0 (France) Attribution: tatoeba.org #2276219 (CK) & #9961313 (GlossaMatik)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #7231888 (CK) & #9961313 (GlossaMatik)
过	我告诉<b>过</b>你不要再来这里了。	I told you never to come here again.		https://en.wiktionary.org/wiki/過	CC-BY 2.0 (France) Attribution: tatoeba.org #2539876 (CK) & #8832695 (crescat)
日本	我不知道他是<b>日本</b>人。	I didn't know that he was Japanese.		https://en.wiktionary.org/wiki/日本	CC-BY 2.0 (France) Attribution: tatoeba.org #260133 (CK) & #390549 (fucongcong)
個	湯姆不是<b>個</b>多好的人。	Tom isn't a very nice guy.		https://en.wiktionary.org/wiki/個	CC-BY 2.0 (France) Attribution: tatoeba.org #6033344 (CK) & #6583889 (verdastelo9604)
一起	你跟湯姆<b>一起</b>工作嗎？	Are you and Tom working together?		https://en.wiktionary.org/wiki/一起	CC-BY 2.0 (France) Attribution: tatoeba.org #3738398 (CK) & #6149012 (verdastelo9604)
有人	<b>有人</b>打汤姆了吗？	Did somebody hit Tom?		https://en.wiktionary.org/wiki/有人	CC-BY 2.0 (France) Attribution: tatoeba.org #3364629 (CK) & #5576816 (verdastelo9604)
狗	我有很多<b>狗</b>。	I have a lot of cats.		https://en.wiktionary.org/wiki/狗	CC-BY 2.0 (France) Attribution: tatoeba.org #5851509 (CK) & #6120798 (verdastelo9604)
錢	你沒有<b>錢</b>嗎？	Don't you have any money?		https://en.wiktionary.org/wiki/錢	CC-BY 2.0 (France) Attribution: tatoeba.org #409018 (CK) & #834369 (Martha)
一些	他要了<b>一些</b>錢。	He asked for some money.		https://en.wiktionary.org/wiki/一些	CC-BY 2.0 (France) Attribution: tatoeba.org #295461 (CK) & #832973 (Martha)
應該	你不<b>應該</b>一個人去。	You should not go alone.		https://en.wiktionary.org/wiki/應該	CC-BY 2.0 (France) Attribution: tatoeba.org #69783 (CK) & #845989 (Martha)
告訴	請<b>告訴</b>我應該做什麼。	Please tell me what I should do.		https://en.wiktionary.org/wiki/告訴	CC-BY 2.0 (France) Attribution: tatoeba.org #411289 (CK) & #892569 (Martha)
问题	汤姆是告诉我们这个<b>问题</b>的人。	Tom is the one that told us about the problem.		https://en.wiktionary.org/wiki/問題	CC-BY 2.0 (France) Attribution: tatoeba.org #6341577 (CK) & #9961271 (GlossaMatik)
